topic,category,question,option,is_correct,explanation
Classification and Measurement,Accounts Receivable,Bad Debt Expense is recorded in the same period as the SALE (not when the customer defaults) because...,The customer has not officially defaulted yet,false,The MATCHING PRINCIPLE — the bad debt risk is created when the sale is made so the expense must match to that same period. Recording it only when the customer defaults would misstate the period of the sale.
Classification and Measurement,Accounts Receivable,Bad Debt Expense is recorded in the same period as the SALE (not when the customer defaults) because...,Cash has not yet been paid out,false,The MATCHING PRINCIPLE — the bad debt risk is created when the sale is made so the expense must match to that same period. Recording it only when the customer defaults would misstate the period of the sale.
Classification and Measurement,Inventory,Under FIFO when prices are RISING which statement is true?,FIFO produces higher COGS and lower Net Income than LIFO,false,Under FIFO oldest (cheapest) units are sold first → lower COGS → higher Gross Profit → higher Net Income. LIFO sells newest (most expensive) units first → higher COGS → lower Net Income. FIFO ending inventory is higher (newest/most expensive units remain).
Classification and Measurement,Inventory,Under FIFO when prices are RISING which statement is true?,FIFO produces lower COGS and HIGHER Net Income than LIFO,true,Under FIFO oldest (cheapest) units are sold first → lower COGS → higher Gross Profit → higher Net Income. LIFO sells newest (most expensive) units first → higher COGS → lower Net Income. FIFO ending inventory is higher (newest/most expensive units remain).
Classification and Measurement,Inventory,Under FIFO when prices are RISING which statement is true?,FIFO and LIFO always produce the same Net Income,false,Under FIFO oldest (cheapest) units are sold first → lower COGS → higher Gross Profit → higher Net Income. LIFO sells newest (most expensive) units first → higher COGS → lower Net Income. FIFO ending inventory is higher (newest/most expensive units remain).
Classification and Measurement,Inventory,Under FIFO when prices are RISING which statement is true?,FIFO produces higher COGS because it sells older units first,false,Under FIFO oldest (cheapest) units are sold first → lower COGS → higher Gross Profit → higher Net Income. LIFO sells newest (most expensive) units first → higher COGS → lower Net Income. FIFO ending inventory is higher (newest/most expensive units remain).
Classification and Measurement,PPE,Which of these costs is CAPITALIZED (added to the asset) rather than expensed immediately?,Annual property taxes on a building,false,Capitalize costs necessary to ACQUIRE and make the asset READY FOR USE: purchase price legal fees clearing land construction costs and interest during construction. Future period costs like annual property taxes are expensed as incurred — they benefit current operations not the asset itself.
Classification and Measurement,PPE,Which of these costs is CAPITALIZED (added to the asset) rather than expensed immediately?,Interest on a construction loan during the building period,true,Capitalize costs necessary to ACQUIRE and make the asset READY FOR USE: purchase price legal fees clearing land construction costs and interest during construction. Future period costs like annual property taxes are expensed as incurred — they benefit current operations not the asset itself.
Classification and Measurement,PPE,Which of these costs is CAPITALIZED (added to the asset) rather than expensed immediately?,Routine annual maintenance on equipment,false,Capitalize costs necessary to ACQUIRE and make the asset READY FOR USE: purchase price legal fees clearing land construction costs and interest during construction. Future period costs like annual property taxes are expensed as incurred — they benefit current operations not the asset itself.
Classification and Measurement,PPE,Which of these costs is CAPITALIZED (added to the asset) rather than expensed immediately?,Utilities expense while constructing the building,false,Capitalize costs necessary to ACQUIRE and make the asset READY FOR USE: purchase price legal fees clearing land construction costs and interest during construction. Future period costs like annual property taxes are expensed as incurred — they benefit current operations not the asset itself.
Classification and Measurement,Depreciation,Depreciation in accounting is best described as...,The decline in market value of an asset,false,Depreciation is an ALLOCATION process — distributing the cost of an asset over its useful life to match the expense with the revenue it generates. It is NOT a valuation process. Book value rarely equals market value.
Classification and Measurement,Depreciation,Depreciation in accounting is best described as...,A systematic allocation of asset cost over its useful life,true,Depreciation is an ALLOCATION process — distributing the cost of an asset over its useful life to match the expense with the revenue it generates. It is NOT a valuation process. Book value rarely equals market value.
Classification and Measurement,Depreciation,Depreciation in accounting is best described as...,Cash set aside to replace an aging asset,false,Depreciation is an ALLOCATION process — distributing the cost of an asset over its useful life to match the expense with the revenue it generates. It is NOT a valuation process. Book value rarely equals market value.
Classification and Measurement,Depreciation,Depreciation in accounting is best described as...,A tax deduction for asset wear and tear,false,Depreciation is an ALLOCATION process — distributing the cost of an asset over its useful life to match the expense with the revenue it generates. It is NOT a valuation process. Book value rarely equals market value.
Classification and Measurement,Depreciation,Under straight-line depreciation a machine costs $50000 has a $5000 salvage value and 5-year life. Annual depreciation is...,$10000,false,Depreciable base = Cost - Salvage = $50000 - $5000 = $45000. Annual SL depreciation = $45000 / 5 = $9000. Never forget to subtract salvage value before dividing — a common exam trap.
Classification and Measurement,Depreciation,Under straight-line depreciation a machine costs $50000 has a $5000 salvage value and 5-year life. Annual depreciation is...,$9000,true,Depreciable base = Cost - Salvage = $50000 - $5000 = $45000. Annual SL depreciation = $45000 / 5 = $9000. Never forget to subtract salvage value before dividing — a common exam trap.
Classification and Measurement,Depreciation,Under straight-line depreciation a machine costs $50000 has a $5000 salvage value and 5-year life. Annual depreciation is...,$8000,false,Depreciable base = Cost - Salvage = $50000 - $5000 = $45000. Annual SL depreciation = $45000 / 5 = $9000. Never forget to subtract salvage value before dividing — a common exam trap.
Classification and Measurement,Depreciation,Under straight-line depreciation a machine costs $50000 has a $5000 salvage value and 5-year life. Annual depreciation is...,$45000,false,Depreciable base = Cost - Salvage = $50000 - $5000 = $45000. Annual SL depreciation = $45000 / 5 = $9000. Never forget to subtract salvage value before dividing — a common exam trap.
Classification and Measurement,Bonds,A bond is issued at a DISCOUNT when...,The stated interest rate equals the market rate,false,A bond sells at DISCOUNT when stated rate < market rate. Investors demand a lower price to compensate for below-market coupon payments. At discount the carrying value INCREASES each period toward face value as discount is amortized.
Classification and Measurement,Bonds,A bond is issued at a DISCOUNT when...,The stated interest rate is LESS than the market interest rate,true,A bond sells at DISCOUNT when stated rate < market rate. Investors demand a lower price to compensate for below-market coupon payments. At discount the carrying value INCREASES each period toward face value as discount is amortized.
Classification and Measurement,Bonds,A bond is issued at a DISCOUNT when...,The stated interest rate exceeds the market interest rate,false,A bond sells at DISCOUNT when stated rate < market rate. Investors demand a lower price to compensate for below-market coupon payments. At discount the carrying value INCREASES each period toward face value as discount is amortized.
Classification and Measurement,Bonds,A bond is issued at a DISCOUNT when...,The company has poor credit,false,A bond sells at DISCOUNT when stated rate < market rate. Investors demand a lower price to compensate for below-market coupon payments. At discount the carrying value INCREASES each period toward face value as discount is amortized.
Classification and Measurement,Bonds,Using the effective interest method interest expense each period equals...,Face value multiplied by the stated rate,false,Interest Expense = Outstanding balance (carrying value) multiplied by the MARKET rate. For a par bond these are equal. For a discount bond the balance grows each period so interest expense also grows each period.
Classification and Measurement,Bonds,Using the effective interest method interest expense each period equals...,Outstanding balance multiplied by the market (effective) interest rate,true,Interest Expense = Outstanding balance (carrying value) multiplied by the MARKET rate. For a par bond these are equal. For a discount bond the balance grows each period so interest expense also grows each period.
Classification and Measurement,Bonds,Using the effective interest method interest expense each period equals...,Face value multiplied by the market rate,false,Interest Expense = Outstanding balance (carrying value) multiplied by the MARKET rate. For a par bond these are equal. For a discount bond the balance grows each period so interest expense also grows each period.
Classification and Measurement,Bonds,Using the effective interest method interest expense each period equals...,A fixed equal amount each period,false,Interest Expense = Outstanding balance (carrying value) multiplied by the MARKET rate. For a par bond these are equal. For a discount bond the balance grows each period so interest expense also grows each period.
Financial Statement Analysis,Ratio Analysis,The primary reason ratios are more useful than raw financial figures is...,Ratios are easier to calculate,false,Ratios REMOVE THE SIZE EFFECT allowing comparison between firms of different sizes or the same firm over time. A $3M net income from a $10B asset company tells you something very different than $3M from a $50M asset company.
Financial Statement Analysis,Ratio Analysis,The primary reason ratios are more useful than raw financial figures is...,They remove the size effect allowing comparisons across firms and time,true,Ratios REMOVE THE SIZE EFFECT allowing comparison between firms of different sizes or the same firm over time. A $3M net income from a $10B asset company tells you something very different than $3M from a $50M asset company.
Financial Statement Analysis,Ratio Analysis,The primary reason ratios are more useful than raw financial figures is...,Ratios are required by GAAP,false,Ratios REMOVE THE SIZE EFFECT allowing comparison between firms of different sizes or the same firm over time. A $3M net income from a $10B asset company tells you something very different than $3M from a $50M asset company.
Financial Statement Analysis,Ratio Analysis,The primary reason ratios are more useful than raw financial figures is...,They are audited by external accountants,false,Ratios REMOVE THE SIZE EFFECT allowing comparison between firms of different sizes or the same firm over time. A $3M net income from a $10B asset company tells you something very different than $3M from a $50M asset company.
Financial Statement Analysis,Profitability Ratios,Return on Assets (ROA) is calculated as...,Net Income / Sales Revenue,false,ROA = Net Income / AVERAGE Total Assets. It measures how much earnings the company generates per dollar of assets. Use AVERAGE assets (beginning + end / 2) because net income covers a period while assets are a point-in-time snapshot.
Financial Statement Analysis,Profitability Ratios,Return on Assets (ROA) is calculated as...,Net Income / Average Total Assets,true,ROA = Net Income / AVERAGE Total Assets. It measures how much earnings the company generates per dollar of assets. Use AVERAGE assets (beginning + end / 2) because net income covers a period while assets are a point-in-time snapshot.
Financial Statement Analysis,Profitability Ratios,Return on Assets (ROA) is calculated as...,Sales Revenue / Average Total Assets,false,ROA = Net Income / AVERAGE Total Assets. It measures how much earnings the company generates per dollar of assets. Use AVERAGE assets (beginning + end / 2) because net income covers a period while assets are a point-in-time snapshot.
Financial Statement Analysis,Profitability Ratios,Return on Assets (ROA) is calculated as...,Operating Income / Total Assets,false,ROA = Net Income / AVERAGE Total Assets. It measures how much earnings the company generates per dollar of assets. Use AVERAGE assets (beginning + end / 2) because net income covers a period while assets are a point-in-time snapshot.
Financial Statement Analysis,Profitability Ratios,The DuPont identity shows that ROA = ...,Profit Margin x Asset Turnover,true,ROA = Profit Margin x Asset Turnover is an identity — always true. PM = NI/Sales. AT = Sales/Ave Assets. Multiplied together the Sales terms cancel leaving NI/Ave Assets = ROA. This decomposition reveals WHY a firm has a particular ROA.
Financial Statement Analysis,Profitability Ratios,The DuPont identity shows that ROA = ...,Profit Margin + Asset Turnover,false,ROA = Profit Margin x Asset Turnover is an identity — always true. PM = NI/Sales. AT = Sales/Ave Assets. Multiplied together the Sales terms cancel leaving NI/Ave Assets = ROA. This decomposition reveals WHY a firm has a particular ROA.
Financial Statement Analysis,Profitability Ratios,The DuPont identity shows that ROA = ...,Profit Margin x Equity Multiplier,false,ROA = Profit Margin x Asset Turnover is an identity — always true. PM = NI/Sales. AT = Sales/Ave Assets. Multiplied together the Sales terms cancel leaving NI/Ave Assets = ROA. This decomposition reveals WHY a firm has a particular ROA.
Financial Statement Analysis,Profitability Ratios,The DuPont identity shows that ROA = ...,Return on Equity / Equity Multiplier,false,ROA = Profit Margin x Asset Turnover is an identity — always true. PM = NI/Sales. AT = Sales/Ave Assets. Multiplied together the Sales terms cancel leaving NI/Ave Assets = ROA. This decomposition reveals WHY a firm has a particular ROA.
Financial Statement Analysis,Profitability Ratios,Walmart has a low profit margin and high asset turnover. Lamborghini has a high profit margin and low asset turnover. This relationship is called...,The leverage tradeoff,false,This is the PROFIT MARGIN vs ASSET TURNOVER TRADEOFF (DuPont). High-volume low-price companies (Walmart Costco) have low PM but high AT. High-price low-volume companies (luxury goods hotels oil) have high PM but low AT. Both can achieve similar ROA.
Financial Statement Analysis,Profitability Ratios,Walmart has a low profit margin and high asset turnover. Lamborghini has a high profit margin and low asset turnover. This relationship is called...,The profit margin vs asset turnover tradeoff — different paths to similar ROA,true,This is the PROFIT MARGIN vs ASSET TURNOVER TRADEOFF (DuPont). High-volume low-price companies (Walmart Costco) have low PM but high AT. High-price low-volume companies (luxury goods hotels oil) have high PM but low AT. Both can achieve similar ROA.
Financial Statement Analysis,Profitability Ratios,Walmart has a low profit margin and high asset turnover. Lamborghini has a high profit margin and low asset turnover. This relationship is called...,An accounting anomaly,false,This is the PROFIT MARGIN vs ASSET TURNOVER TRADEOFF (DuPont). High-volume low-price companies (Walmart Costco) have low PM but high AT. High-price low-volume companies (luxury goods hotels oil) have high PM but low AT. Both can achieve similar ROA.
Financial Statement Analysis,Profitability Ratios,Walmart has a low profit margin and high asset turnover. Lamborghini has a high profit margin and low asset turnover. This relationship is called...,GAAP requires it,false,This is the PROFIT MARGIN vs ASSET TURNOVER TRADEOFF (DuPont). High-volume low-price companies (Walmart Costco) have low PM but high AT. High-price low-volume companies (luxury goods hotels oil) have high PM but low AT. Both can achieve similar ROA.
Financial Statement Analysis,Profitability Ratios,The Equity Multiplier = Average Total Assets / Average Equity. A firm with NO debt has an equity multiplier of...,0,false,No debt means Assets = Equity (no liabilities). So Equity Multiplier = Assets/Equity = Equity/Equity = 1. The higher the equity multiplier the more leverage (debt) the firm uses. More leverage = higher potential ROE but also higher risk.
Financial Statement Analysis,Profitability Ratios,The Equity Multiplier = Average Total Assets / Average Equity. A firm with NO debt has an equity multiplier of...,1,true,No debt means Assets = Equity (no liabilities). So Equity Multiplier = Assets/Equity = Equity/Equity = 1. The higher the equity multiplier the more leverage (debt) the firm uses. More leverage = higher potential ROE but also higher risk.
Financial Statement Analysis,Profitability Ratios,The Equity Multiplier = Average Total Assets / Average Equity. A firm with NO debt has an equity multiplier of...,2,false,No debt means Assets = Equity (no liabilities). So Equity Multiplier = Assets/Equity = Equity/Equity = 1. The higher the equity multiplier the more leverage (debt) the firm uses. More leverage = higher potential ROE but also higher risk.
Financial Statement Analysis,Profitability Ratios,The Equity Multiplier = Average Total Assets / Average Equity. A firm with NO debt has an equity multiplier of...,Undefined,false,No debt means Assets = Equity (no liabilities). So Equity Multiplier = Assets/Equity = Equity/Equity = 1. The higher the equity multiplier the more leverage (debt) the firm uses. More leverage = higher potential ROE but also higher risk.
Financial Statement Analysis,Profitability Ratios,ROE = Profit Margin x Asset Turnover x Equity Multiplier. Which component reflects a firm's USE OF DEBT?,Profit Margin,false,The EQUITY MULTIPLIER (Total Assets / Equity) captures financial leverage. Higher debt = larger multiplier = higher ROE — but also higher risk. A firm can boost ROE simply by taking on more debt without improving operations at all.
Financial Statement Analysis,Profitability Ratios,ROE = Profit Margin x Asset Turnover x Equity Multiplier. Which component reflects a firm's USE OF DEBT?,Asset Turnover,false,The EQUITY MULTIPLIER (Total Assets / Equity) captures financial leverage. Higher debt = larger multiplier = higher ROE — but also higher risk. A firm can boost ROE simply by taking on more debt without improving operations at all.
Financial Statement Analysis,Profitability Ratios,ROE = Profit Margin x Asset Turnover x Equity Multiplier. Which component reflects a firm's USE OF DEBT?,Equity Multiplier,true,The EQUITY MULTIPLIER (Total Assets / Equity) captures financial leverage. Higher debt = larger multiplier = higher ROE — but also higher risk. A firm can boost ROE simply by taking on more debt without improving operations at all.
Financial Statement Analysis,Profitability Ratios,ROE = Profit Margin x Asset Turnover x Equity Multiplier. Which component reflects a firm's USE OF DEBT?,Return on Assets,false,The EQUITY MULTIPLIER (Total Assets / Equity) captures financial leverage. Higher debt = larger multiplier = higher ROE — but also higher risk. A firm can boost ROE simply by taking on more debt without improving operations at all.
Financial Statement Analysis,Liquidity Ratios,The Current Ratio is calculated as...,Total Assets / Total Liabilities,false,Current Ratio = CURRENT Assets / CURRENT Liabilities. Only current (within one year) items are included. A ratio around 1.0 is generally healthy — too high means idle current assets too low means potential cash shortfall.
Financial Statement Analysis,Liquidity Ratios,The Current Ratio is calculated as...,Current Assets / Current Liabilities,true,Current Ratio = CURRENT Assets / CURRENT Liabilities. Only current (within one year) items are included. A ratio around 1.0 is generally healthy — too high means idle current assets too low means potential cash shortfall.
Financial Statement Analysis,Liquidity Ratios,The Current Ratio is calculated as...,Cash / Current Liabilities,false,Current Ratio = CURRENT Assets / CURRENT Liabilities. Only current (within one year) items are included. A ratio around 1.0 is generally healthy — too high means idle current assets too low means potential cash shortfall.
Financial Statement Analysis,Liquidity Ratios,The Current Ratio is calculated as...,Current Assets / Total Liabilities,false,Current Ratio = CURRENT Assets / CURRENT Liabilities. Only current (within one year) items are included. A ratio around 1.0 is generally healthy — too high means idle current assets too low means potential cash shortfall.
Financial Statement Analysis,Liquidity Ratios,The Quick Ratio excludes inventory from the numerator. Why?,Inventory is a long-term asset,false,Inventory is excluded because in a distressed company inventory may be UNSELLABLE — it is the LEAST liquid current asset. (Sears example: current ratio was ~1 but quick ratio was ~0 because all current assets were unsellable inventory.) Quick Ratio = (Cash + Marketable Securities + A/R) / Current Liabilities.
Financial Statement Analysis,Liquidity Ratios,The Quick Ratio excludes inventory from the numerator. Why?,A distressed firm may not be able to sell its inventory — it is the least liquid current asset,true,Inventory is excluded because in a distressed company inventory may be UNSELLABLE — it is the LEAST liquid current asset. (Sears example: current ratio was ~1 but quick ratio was ~0 because all current assets were unsellable inventory.) Quick Ratio = (Cash + Marketable Securities + A/R) / Current Liabilities.
Financial Statement Analysis,Liquidity Ratios,The Quick Ratio excludes inventory from the numerator. Why?,GAAP requires inventory to be excluded from liquidity ratios,false,Inventory is excluded because in a distressed company inventory may be UNSELLABLE — it is the LEAST liquid current asset. (Sears example: current ratio was ~1 but quick ratio was ~0 because all current assets were unsellable inventory.) Quick Ratio = (Cash + Marketable Securities + A/R) / Current Liabilities.
Financial Statement Analysis,Liquidity Ratios,The Quick Ratio excludes inventory from the numerator. Why?,Inventory is already counted in COGS on the income statement,false,Inventory is excluded because in a distressed company inventory may be UNSELLABLE — it is the LEAST liquid current asset. (Sears example: current ratio was ~1 but quick ratio was ~0 because all current assets were unsellable inventory.) Quick Ratio = (Cash + Marketable Securities + A/R) / Current Liabilities.
Financial Statement Analysis,Efficiency Ratios,Average Days Inventory Held is calculated as...,COGS / Average Inventory,false,Days Inventory = 365 / Inventory Turnover = 365 / (COGS / Average Inventory). It tells you on average how many days it takes to sell inventory. Walmart = ~39 days which is extremely efficient. Home Depot = ~120 days. Lower is generally better.
Financial Statement Analysis,Efficiency Ratios,Average Days Inventory Held is calculated as...,365 / Inventory Turnover (where turnover = COGS / Average Inventory),true,Days Inventory = 365 / Inventory Turnover = 365 / (COGS / Average Inventory). It tells you on average how many days it takes to sell inventory. Walmart = ~39 days which is extremely efficient. Home Depot = ~120 days. Lower is generally better.
Financial Statement Analysis,Efficiency Ratios,Average Days Inventory Held is calculated as...,Sales Revenue / Average Inventory,false,Days Inventory = 365 / Inventory Turnover = 365 / (COGS / Average Inventory). It tells you on average how many days it takes to sell inventory. Walmart = ~39 days which is extremely efficient. Home Depot = ~120 days. Lower is generally better.
Financial Statement Analysis,Efficiency Ratios,Average Days Inventory Held is calculated as...,Net Income / Inventory,false,Days Inventory = 365 / Inventory Turnover = 365 / (COGS / Average Inventory). It tells you on average how many days it takes to sell inventory. Walmart = ~39 days which is extremely efficient. Home Depot = ~120 days. Lower is generally better.
Financial Statement Analysis,Efficiency Ratios,Which numerator is used in BOTH the Inventory Turnover and Payables Turnover formulas?,Sales Revenue,false,COGS is used in BOTH Inventory Turnover (COGS/Avg Inventory) AND Payables Turnover (COGS/Avg A/P). This is easy to confuse with Receivables Turnover which uses Sales Revenue on top. Remember: anything touching inventory uses COGS.
Financial Statement Analysis,Efficiency Ratios,Which numerator is used in BOTH the Inventory Turnover and Payables Turnover formulas?,Net Income,false,COGS is used in BOTH Inventory Turnover (COGS/Avg Inventory) AND Payables Turnover (COGS/Avg A/P). This is easy to confuse with Receivables Turnover which uses Sales Revenue on top. Remember: anything touching inventory uses COGS.
Financial Statement Analysis,Efficiency Ratios,Which numerator is used in BOTH the Inventory Turnover and Payables Turnover formulas?,Cost of Goods Sold,true,COGS is used in BOTH Inventory Turnover (COGS/Avg Inventory) AND Payables Turnover (COGS/Avg A/P). This is easy to confuse with Receivables Turnover which uses Sales Revenue on top. Remember: anything touching inventory uses COGS.
Financial Statement Analysis,Efficiency Ratios,Which numerator is used in BOTH the Inventory Turnover and Payables Turnover formulas?,Gross Profit,false,COGS is used in BOTH Inventory Turnover (COGS/Avg Inventory) AND Payables Turnover (COGS/Avg A/P). This is easy to confuse with Receivables Turnover which uses Sales Revenue on top. Remember: anything touching inventory uses COGS.
Financial Statement Analysis,Efficiency Ratios,Receivables Turnover uses which number in the numerator?,Cost of Goods Sold,false,Receivables Turnover = Sales Revenue / Average A/R. It uses SALES (not COGS) because receivables are created from SALES transactions. Compare to Inventory and Payables Turnover which both use COGS.
Financial Statement Analysis,Efficiency Ratios,Receivables Turnover uses which number in the numerator?,Net Income,false,Receivables Turnover = Sales Revenue / Average A/R. It uses SALES (not COGS) because receivables are created from SALES transactions. Compare to Inventory and Payables Turnover which both use COGS.
Financial Statement Analysis,Efficiency Ratios,Receivables Turnover uses which number in the numerator?,Sales Revenue,true,Receivables Turnover = Sales Revenue / Average A/R. It uses SALES (not COGS) because receivables are created from SALES transactions. Compare to Inventory and Payables Turnover which both use COGS.
Financial Statement Analysis,Efficiency Ratios,Receivables Turnover uses which number in the numerator?,Average Total Assets,false,Receivables Turnover = Sales Revenue / Average A/R. It uses SALES (not COGS) because receivables are created from SALES transactions. Compare to Inventory and Payables Turnover which both use COGS.
Financial Statement Analysis,Days in Financing,Days in Financing is calculated as...,Days in Inventory + Days in A/R + Days in Payables,false,Days in Financing = Days in Inventory + Days in A/R - Days in Payables. You SUBTRACT payables because the longer you delay paying suppliers the LESS external financing you need. Payables are free financing from suppliers.
Financial Statement Analysis,Days in Financing,Days in Financing is calculated as...,Days in Inventory + Days in A/R - Days in Payables,true,Days in Financing = Days in Inventory + Days in A/R - Days in Payables. You SUBTRACT payables because the longer you delay paying suppliers the LESS external financing you need. Payables are free financing from suppliers.
Financial Statement Analysis,Days in Financing,Days in Financing is calculated as...,Days in Inventory - Days in A/R + Days in Payables,false,Days in Financing = Days in Inventory + Days in A/R - Days in Payables. You SUBTRACT payables because the longer you delay paying suppliers the LESS external financing you need. Payables are free financing from suppliers.
Financial Statement Analysis,Days in Financing,Days in Financing is calculated as...,Days in A/R - Days in Payables only,false,Days in Financing = Days in Inventory + Days in A/R - Days in Payables. You SUBTRACT payables because the longer you delay paying suppliers the LESS external financing you need. Payables are free financing from suppliers.
Financial Statement Analysis,Days in Financing,A company has Days Inventory = 70 Days A/R = 40 Days Payables = 30. Their Days in Financing is...,110 days,false,Days in Financing = 70 + 40 - 30 = 80 days. This means the firm must finance its operations for 80 days at a cost (interest). Reducing Days Inventory or Days A/R or increasing Days Payables each reduce this financing cost.
Financial Statement Analysis,Days in Financing,A company has Days Inventory = 70 Days A/R = 40 Days Payables = 30. Their Days in Financing is...,80 days,true,Days in Financing = 70 + 40 - 30 = 80 days. This means the firm must finance its operations for 80 days at a cost (interest). Reducing Days Inventory or Days A/R or increasing Days Payables each reduce this financing cost.
Financial Statement Analysis,Days in Financing,A company has Days Inventory = 70 Days A/R = 40 Days Payables = 30. Their Days in Financing is...,40 days,false,Days in Financing = 70 + 40 - 30 = 80 days. This means the firm must finance its operations for 80 days at a cost (interest). Reducing Days Inventory or Days A/R or increasing Days Payables each reduce this financing cost.
Financial Statement Analysis,Days in Financing,A company has Days Inventory = 70 Days A/R = 40 Days Payables = 30. Their Days in Financing is...,140 days,false,Days in Financing = 70 + 40 - 30 = 80 days. This means the firm must finance its operations for 80 days at a cost (interest). Reducing Days Inventory or Days A/R or increasing Days Payables each reduce this financing cost.
Financial Statement Analysis,Days in Financing,Which of the following reduces a firm's Days in Financing?,Collecting receivables MORE slowly,false,To REDUCE Days in Financing: (1) reduce Days Inventory (sell faster) (2) reduce Days A/R (collect faster) (3) INCREASE Days Payables (pay suppliers later). Paying suppliers faster INCREASES financing cost. Collecting slower INCREASES it.
Financial Statement Analysis,Days in Financing,Which of the following reduces a firm's Days in Financing?,Paying suppliers MORE slowly (increasing Days Payables),true,To REDUCE Days in Financing: (1) reduce Days Inventory (sell faster) (2) reduce Days A/R (collect faster) (3) INCREASE Days Payables (pay suppliers later). Paying suppliers faster INCREASES financing cost. Collecting slower INCREASES it.
Financial Statement Analysis,Days in Financing,Which of the following reduces a firm's Days in Financing?,Holding inventory for longer periods,false,To REDUCE Days in Financing: (1) reduce Days Inventory (sell faster) (2) reduce Days A/R (collect faster) (3) INCREASE Days Payables (pay suppliers later). Paying suppliers faster INCREASES financing cost. Collecting slower INCREASES it.
Financial Statement Analysis,Days in Financing,Which of the following reduces a firm's Days in Financing?,Extending longer credit terms to customers,false,To REDUCE Days in Financing: (1) reduce Days Inventory (sell faster) (2) reduce Days A/R (collect faster) (3) INCREASE Days Payables (pay suppliers later). Paying suppliers faster INCREASES financing cost. Collecting slower INCREASES it.
Financial Statement Analysis,Days in Financing,Insurance companies effectively have NEGATIVE Days in Financing (days in INVESTING) because...,They have no inventory or receivables,false,Insurance companies collect premiums NOW but pay claims MUCH LATER (sometimes years). They hold and invest cash during this gap earning a return. Premiums are received before the performance obligation (paying claims) is met — inverting the normal financing cycle.
Financial Statement Analysis,Days in Financing,Insurance companies effectively have NEGATIVE Days in Financing (days in INVESTING) because...,They collect premiums long before claims are paid — investing that cash in between,true,Insurance companies collect premiums NOW but pay claims MUCH LATER (sometimes years). They hold and invest cash during this gap earning a return. Premiums are received before the performance obligation (paying claims) is met — inverting the normal financing cycle.
Financial Statement Analysis,Days in Financing,Insurance companies effectively have NEGATIVE Days in Financing (days in INVESTING) because...,Government regulations subsidize their operations,false,Insurance companies collect premiums NOW but pay claims MUCH LATER (sometimes years). They hold and invest cash during this gap earning a return. Premiums are received before the performance obligation (paying claims) is met — inverting the normal financing cycle.
Financial Statement Analysis,Days in Financing,Insurance companies effectively have NEGATIVE Days in Financing (days in INVESTING) because...,They do not have accounts payable,false,Insurance companies collect premiums NOW but pay claims MUCH LATER (sometimes years). They hold and invest cash during this gap earning a return. Premiums are received before the performance obligation (paying claims) is met — inverting the normal financing cycle.
Financial Statement Analysis,Debt to Equity,The Debt-to-Equity ratio is calculated as...,Net Income / Shareholders Equity,false,Debt-to-Equity = TOTAL Liabilities / Shareholders Equity. Both are balance sheet items so no averaging is needed. A higher ratio means more financing from creditors vs owners — higher leverage and higher financial risk.
Financial Statement Analysis,Debt to Equity,The Debt-to-Equity ratio is calculated as...,Total Liabilities / Shareholders Equity,true,Debt-to-Equity = TOTAL Liabilities / Shareholders Equity. Both are balance sheet items so no averaging is needed. A higher ratio means more financing from creditors vs owners — higher leverage and higher financial risk.
Financial Statement Analysis,Debt to Equity,The Debt-to-Equity ratio is calculated as...,Long-term Debt only / Shareholders Equity,false,Debt-to-Equity = TOTAL Liabilities / Shareholders Equity. Both are balance sheet items so no averaging is needed. A higher ratio means more financing from creditors vs owners — higher leverage and higher financial risk.
Financial Statement Analysis,Debt to Equity,The Debt-to-Equity ratio is calculated as...,Total Assets / Total Liabilities,false,Debt-to-Equity = TOTAL Liabilities / Shareholders Equity. Both are balance sheet items so no averaging is needed. A higher ratio means more financing from creditors vs owners — higher leverage and higher financial risk.
Financial Statement Analysis,Common Size Statements,A common-size income statement expresses each line item as a percentage of...,Total assets,false,Common-size income statement: each item / SALES REVENUE. Common-size balance sheet: each item / TOTAL ASSETS. This is VERTICAL analysis — within one year. It reveals what portion of revenue each expense consumes.
Financial Statement Analysis,Common Size Statements,A common-size income statement expresses each line item as a percentage of...,Sales revenue — within the same year (vertical analysis),true,Common-size income statement: each item / SALES REVENUE. Common-size balance sheet: each item / TOTAL ASSETS. This is VERTICAL analysis — within one year. It reveals what portion of revenue each expense consumes.
Financial Statement Analysis,Common Size Statements,A common-size income statement expresses each line item as a percentage of...,The same item in a prior year (trend analysis),false,Common-size income statement: each item / SALES REVENUE. Common-size balance sheet: each item / TOTAL ASSETS. This is VERTICAL analysis — within one year. It reveals what portion of revenue each expense consumes.
Financial Statement Analysis,Common Size Statements,A common-size income statement expresses each line item as a percentage of...,Net income,false,Common-size income statement: each item / SALES REVENUE. Common-size balance sheet: each item / TOTAL ASSETS. This is VERTICAL analysis — within one year. It reveals what portion of revenue each expense consumes.
Financial Statement Analysis,Trend Statements,A trend (horizontal) statement expresses each item as a percentage of...,Total assets in the same year,false,Trend (horizontal) analysis: each item / the SAME ITEM in a BASE YEAR. Shows growth/decline in specific accounts over time. A 126% means the item grew 26% from the base year. It identifies which revenues or costs are changing fastest.
